store_id,state_id,trxn_ts,ship_ts,amount,discount,payment_type,customer_id
9998,TX,2025-11-21T14:38:43.995315,2025-11-21T14:38:43.995315,101.03,0.1,DBT,7797088
9998,TX,2025-11-21T14:38:58.078208,2025-11-21T14:38:58.078208,104.05,0.3,DBT,9632676
9998,TX,2025-11-21T14:39:22.335160,2025-11-21T14:39:22.335160,88.79,0.1,CRD,5953061
9998,TX,2025-11-21T14:41:03.314683,2025-11-21T14:41:03.314683,97.54,0.2,DBT,1838917
9998,TX,2025-11-21T14:41:06.207439,2025-11-21T14:41:06.207439,106.11,0.1,DBT,7180051
9998,TX,2025-11-21T14:42:04.360732,2025-11-21T14:42:04.360732,97.26,0.2,CRD,7512802
9998,TX,2025-11-21T14:42:30.618175,2025-11-21T14:42:30.618175,101.44,0.1,CRD,8484763
9998,TX,2025-11-21T14:42:31.363910,2025-11-21T14:42:31.363910,99.91,0.1,DBT,2805075
9998,TX,2025-11-21T14:43:59.579046,2025-11-21T14:43:59.579046,97.01,0.1,CRD,7878660
9998,TX,2025-11-21T14:45:57.230552,2025-11-21T14:45:57.230552,97.01,0.1,DBT,7030062
9998,TX,2025-11-21T14:47:55.637754,2025-11-21T14:47:55.637754,105.45,0.2,DBT,8443603
9998,TX,2025-11-21T14:48:30.970044,2025-11-21T14:48:30.970044,101.99,0.1,RET,6827099
9998,TX,2025-11-21T14:49:22.370886,2025-11-21T14:49:22.370886,102.57,0.2,CRD,9313978
9998,TX,2025-11-21T14:50:25.055368,2025-11-21T14:50:25.055368,102.05,0.1,RET,5532802
9998,TX,2025-11-21T14:55:12.891363,2025-11-21T14:55:12.891363,104.9,0.1,DBT,6466918
9998,TX,2025-11-21T14:55:44.699645,2025-11-21T14:55:44.699645,110.62,0.1,CRD,5795530
9998,TX,2025-11-21T14:55:57.788794,2025-11-21T14:55:57.788794,94.83,0.2,RET,2723401
9998,TX,2025-11-21T14:58:30.081670,2025-11-21T14:58:30.081670,101.55,0.3,CRD,2430725
9998,TX,2025-11-21T15:00:05.135637,2025-11-21T15:00:05.135637,108.65,0.1,CRD,3163467
9997,TX,2025-11-21T15:00:20.858503,2025-11-21T15:00:20.858503,93.96,0.2,CRD,1609220
9997,TX,2025-11-21T15:00:28.875474,2025-11-21T15:00:28.875474,95.11,0.1,CRD,2420250
9997,TX,2025-11-21T15:00:37.580675,2025-11-21T15:00:37.580675,95.62,0.3,CRD,4961531
9997,TX,2025-11-21T15:01:35.066566,2025-11-21T15:01:35.066566,101.47,0.2,CRD,9315389
9997,TX,2025-11-21T15:02:12.921768,2025-11-21T15:02:12.921768,101.19,0.1,DBT,8848508
9998,TX,2025-11-21T15:03:43.788356,2025-11-21T15:03:43.788356,104.46,0.2,CRD,7626682
9997,TX,2025-11-21T15:06:37.982992,2025-11-21T15:06:37.982992,104.62,0.2,CRD,5639618
9997,TX,2025-11-21T15:06:59.939184,2025-11-21T15:06:59.939184,95.08,0.1,CRD,2998427
9998,TX,2025-11-21T15:08:03.692059,2025-11-21T15:08:03.692059,107.46,0.3,DBT,2486198
9997,TX,2025-11-21T15:09:00.816584,2025-11-21T15:09:00.816584,103.73,0.1,RET,7140188
9998,TX,2025-11-21T15:09:12.988906,2025-11-21T15:09:12.988906,105.77,0.2,CRD,2878839
9998,TX,2025-11-21T15:09:27.525146,2025-11-21T15:09:27.525146,101.23,0.2,CRD,7941801
9997,TX,2025-11-21T15:09:56.388765,2025-11-21T15:09:56.388765,95.48,0.3,CRD,4460889
9998,TX,2025-11-21T15:10:21.527084,2025-11-21T15:10:21.527084,96.17,0.2,CRD,5635141
9997,TX,2025-11-21T15:10:28.498073,2025-11-21T15:10:28.498073,97.22,0.2,CRD,3416704
9998,TX,2025-11-21T15:11:19.857410,2025-11-21T15:11:19.857410,103.41,0.1,CRD,7542895
9998,TX,2025-11-21T15:12:22.824493,2025-11-21T15:12:22.824493,102.29,0.2,CRD,8207348
9997,TX,2025-11-21T15:13:02.479152,2025-11-21T15:13:02.479152,105.36,0.3,CRD,6907616
9998,TX,2025-11-21T15:14:48.427383,2025-11-21T15:14:48.427383,102.97,0.1,CRD,5109891
9998,TX,2025-11-21T15:15:33.492569,2025-11-21T15:15:33.492569,103.55,0.3,DBT,3551442
9998,TX,2025-11-21T15:15:40.854653,2025-11-21T15:15:40.854653,93.36,0.2,DBT,3253635
9998,TX,2025-11-21T15:16:08.919445,2025-11-21T15:16:08.919445,96.89,0.1,DBT,5385971
9998,TX,2025-11-21T15:16:32.635386,2025-11-21T15:16:32.635386,99.37,0.2,DBT,5875317
9997,TX,2025-11-21T15:16:50.032091,2025-11-21T15:16:50.032091,104.0,0.2,DBT,2955139
9998,TX,2025-11-21T15:17:01.732357,2025-11-21T15:17:01.732357,102.55,0.2,CRD,5102285
9998,TX,2025-11-21T15:17:44.157849,2025-11-21T15:17:44.157849,94.61,0.1,CRD,3863583
9997,TX,2025-11-21T15:18:50.244280,2025-11-21T15:18:50.244280,101.52,0.2,DBT,3748378
9998,TX,2025-11-21T15:19:07.016677,2025-11-21T15:19:07.016677,101.59,0.2,CRD,6184136
9997,TX,2025-11-21T15:21:31.908382,2025-11-21T15:21:31.908382,105.48,0.1,DBT,2925623
9997,TX,2025-11-21T15:21:53.177950,2025-11-21T15:21:53.177950,89.9,0.2,CRD,5436571
9997,TX,2025-11-21T15:21:58.776907,2025-11-21T15:21:58.776907,96.46,0.2,CRD,2166295
9998,TX,2025-11-21T15:23:51.911706,2025-11-21T15:23:51.911706,95.19,0.1,DBT,3900143
9997,TX,2025-11-21T15:24:28.120407,2025-11-21T15:24:28.120407,104.14,0.1,RET,5951931
9998,TX,2025-11-21T15:25:06.733074,2025-11-21T15:25:06.733074,105.44,0.1,DBT,7921103
9998,TX,2025-11-21T15:25:17.700339,2025-11-21T15:25:17.700339,101.06,0.1,DBT,9904195
9997,TX,2025-11-21T15:25:17.919073,2025-11-21T15:25:17.919073,95.02,0.1,CRD,8700189
9997,TX,2025-11-21T15:26:51.628603,2025-11-21T15:26:51.628603,106.19,0.1,RET,5535868
9998,TX,2025-11-21T15:28:52.064288,2025-11-21T15:28:52.064288,98.5,0.3,RET,2556334
9997,TX,2025-11-21T15:28:55.885416,2025-11-21T15:28:55.885416,105.02,0.1,DBT,7617579
9997,TX,2025-11-21T15:29:37.523224,2025-11-21T15:29:37.523224,95.96,0.1,CRD,4448446
9997,TX,2025-11-21T15:30:16.050636,2025-11-21T15:30:16.050636,103.63,0.3,DBT,9022662
9997,TX,2025-11-21T15:30:52.626313,2025-11-21T15:30:52.626313,99.72,0.3,DBT,8049902
9998,TX,2025-11-21T15:30:58.515702,2025-11-21T15:30:58.515702,105.66,0.1,CRD,2721397
9997,TX,2025-11-21T15:31:15.982418,2025-11-21T15:31:15.982418,93.09,0.2,CRD,3610720
9998,TX,2025-11-21T15:31:21.732912,2025-11-21T15:31:21.732912,102.64,0.2,CRD,1988242
9997,TX,2025-11-21T15:32:09.134804,2025-11-21T15:32:09.134804,102.12,0.1,DBT,9585746
9998,TX,2025-11-21T15:34:24.223946,2025-11-21T15:34:24.223946,96.28,0.1,DBT,9853940
9998,TX,2025-11-21T15:34:48.424121,2025-11-21T15:34:48.424121,109.3,0.2,CRD,6920738
9998,TX,2025-11-21T15:35:32.868510,2025-11-21T15:35:32.868510,95.63,0.2,DBT,3186696
9997,TX,2025-11-21T15:36:15.628183,2025-11-21T15:36:15.628183,109.78,0.3,CRD,3751897
9997,TX,2025-11-21T15:36:18.582461,2025-11-21T15:36:18.582461,95.03,0.1,DBT,5935020
9997,TX,2025-11-21T15:37:07.657122,2025-11-21T15:37:07.657122,102.1,0.2,DBT,2901438
9998,TX,2025-11-21T15:37:10.165801,2025-11-21T15:37:10.165801,99.31,0.2,DBT,7230340
9997,TX,2025-11-21T15:37:31.807332,2025-11-21T15:37:31.807332,99.81,0.2,CRD,2519578
9997,TX,2025-11-21T15:37:41.526748,2025-11-21T15:37:41.526748,94.17,0.1,RET,3256794
9997,TX,2025-11-21T15:37:48.852446,2025-11-21T15:37:48.852446,95.04,0.1,DBT,7784673
9997,TX,2025-11-21T15:37:50.029326,2025-11-21T15:37:50.029326,79.18,0.2,CRD,8453984
9997,TX,2025-11-21T15:38:00.075146,2025-11-21T15:38:00.075146,105.09,0.1,RET,3883214
9997,TX,2025-11-21T15:38:49.971288,2025-11-21T15:38:49.971288,107.04,0.2,CRD,1540700
9998,TX,2025-11-21T15:40:01.398343,2025-11-21T15:40:01.398343,99.21,0.1,DBT,1339618
9997,TX,2025-11-21T15:40:13.111641,2025-11-21T15:40:13.111641,110.62,0.2,CRD,6491405
9998,TX,2025-11-21T15:40:22.574333,2025-11-21T15:40:22.574333,102.84,0.2,RET,6698851
9998,TX,2025-11-21T15:42:30.965098,2025-11-21T15:42:30.965098,101.95,0.2,DBT,8301843
9998,TX,2025-11-21T15:43:12.761856,2025-11-21T15:43:12.761856,105.06,0.2,CRD,9335756
9997,TX,2025-11-21T15:43:34.136808,2025-11-21T15:43:34.136808,106.67,0.3,CRD,5935326
9998,TX,2025-11-21T15:45:03.305832,2025-11-21T15:45:03.305832,98.16,0.1,CRD,3383820
9998,TX,2025-11-21T15:46:45.520202,2025-11-21T15:46:45.520202,101.18,0.1,CRD,2631163
9998,TX,2025-11-21T15:47:15.307000,2025-11-21T15:47:15.307000,106.35,0.1,CRD,7005580
9997,TX,2025-11-21T15:47:29.766425,2025-11-21T15:47:29.766425,103.44,0.2,CRD,8292242
9998,TX,2025-11-21T15:47:30.053673,2025-11-21T15:47:30.053673,103.12,0.3,CRD,6783598
9997,TX,2025-11-21T15:49:08.608621,2025-11-21T15:49:08.608621,98.39,0.1,CRD,4877653
9998,TX,2025-11-21T15:49:22.075058,2025-11-21T15:49:22.075058,97.99,0.2,CRD,3120055
9998,TX,2025-11-21T15:50:22.334623,2025-11-21T15:50:22.334623,102.02,0.1,DBT,1319077
9997,TX,2025-11-21T15:50:34.634773,2025-11-21T15:50:34.634773,99.81,0.2,DBT,1318882
9998,TX,2025-11-21T15:50:53.054554,2025-11-21T15:50:53.054554,103.13,0.1,CRD,7159889
9997,TX,2025-11-21T15:52:05.527858,2025-11-21T15:52:05.527858,93.29,0.2,CRD,4527695
9997,TX,2025-11-21T15:52:41.223678,2025-11-21T15:52:41.223678,96.73,0.2,CRD,3455136
9998,TX,2025-11-21T15:52:56.616555,2025-11-21T15:52:56.616555,98.04,0.3,CRD,4657631
9997,TX,2025-11-21T15:53:54.787465,2025-11-21T15:53:54.787465,104.46,0.2,CRD,1814211
9997,TX,2025-11-21T15:54:33.953975,2025-11-21T15:54:33.953975,94.72,0.3,DBT,3030553
9998,TX,2025-11-21T15:55:04.115437,2025-11-21T15:55:04.115437,106.55,0.1,CRD,1839870
9997,TX,2025-11-21T15:56:03.556548,2025-11-21T15:56:03.556548,103.19,0.1,DBT,5545752
9997,TX,2025-11-21T15:56:23.624480,2025-11-21T15:56:23.624480,101.5,0.1,CRD,8908732
9997,TX,2025-11-21T15:57:15.351714,2025-11-21T15:57:15.351714,98.04,0.1,CRD,6867127
9998,TX,2025-11-21T15:57:27.678502,2025-11-21T15:57:27.678502,105.3,0.1,CRD,7886253
9998,TX,2025-11-21T15:58:12.287777,2025-11-21T15:58:12.287777,105.47,0.1,CRD,7632968
9997,TX,2025-11-21T15:58:19.743857,2025-11-21T15:58:19.743857,101.1,0.1,CRD,9684271
9997,TX,2025-11-21T16:00:15.660274,2025-11-21T16:00:15.660274,100.99,0.3,CRD,2991390
9998,TX,2025-11-21T16:00:36.047467,2025-11-21T16:00:36.047467,104.01,0.2,CRD,3373786
9997,TX,2025-11-21T16:00:43.292654,2025-11-21T16:00:43.292654,97.1,0.1,CRD,5928501
9998,TX,2025-11-21T16:01:18.315083,2025-11-21T16:01:18.315083,105.4,0.1,DBT,8236893
9998,TX,2025-11-21T16:01:44.405021,2025-11-21T16:01:44.405021,97.37,0.3,CRD,2206817
9997,TX,2025-11-21T16:02:12.038654,2025-11-21T16:02:12.038654,99.56,0.1,CRD,7670488
9998,TX,2025-11-21T16:04:00.150318,2025-11-21T16:04:00.150318,89.32,0.2,DBT,1976232
9998,TX,2025-11-21T16:04:37.195092,2025-11-21T16:04:37.195092,108.19,0.3,DBT,5140143
9997,TX,2025-11-21T16:04:37.567194,2025-11-21T16:04:37.567194,97.67,0.3,CRD,6818848
9997,TX,2025-11-21T16:04:45.676716,2025-11-21T16:04:45.676716,90.21,0.1,DBT,9113667
9998,TX,2025-11-21T16:04:53.519193,2025-11-21T16:04:53.519193,100.83,0.1,CRD,6813001
9997,TX,2025-11-21T16:05:46.252242,2025-11-21T16:05:46.252242,99.86,0.2,DBT,5206151
9997,TX,2025-11-21T16:06:25.601594,2025-11-21T16:06:25.601594,108.3,0.1,RET,9791776
9997,TX,2025-11-21T16:06:47.976924,2025-11-21T16:06:47.976924,99.23,0.1,CRD,9420089
9998,TX,2025-11-21T16:09:46.729131,2025-11-21T16:09:46.729131,103.69,0.1,CRD,1916991
9997,TX,2025-11-21T16:10:20.707587,2025-11-21T16:10:20.707587,96.16,0.2,RET,6217500
9997,TX,2025-11-21T16:11:26.952523,2025-11-21T16:11:26.952523,100.73,0.1,DBT,1003066
9997,TX,2025-11-21T16:11:34.132708,2025-11-21T16:11:34.132708,101.25,0.2,DBT,3428402
9997,TX,2025-11-21T16:12:18.565405,2025-11-21T16:12:18.565405,108.4,0.2,CRD,5350924
9998,TX,2025-11-21T16:13:12.978347,2025-11-21T16:13:12.978347,109.59,0.1,CRD,5807850
9997,TX,2025-11-21T16:13:54.797751,2025-11-21T16:13:54.797751,102.11,0.1,CRD,9947195
9998,TX,2025-11-21T16:15:31.003905,2025-11-21T16:15:31.003905,96.66,0.1,CRD,8507068
9998,TX,2025-11-21T16:15:32.274296,2025-11-21T16:15:32.274296,105.25,0.1,DBT,6337097
9997,TX,2025-11-21T16:17:04.271778,2025-11-21T16:17:04.271778,102.13,0.1,CRD,4726241
9997,TX,2025-11-21T16:17:52.502627,2025-11-21T16:17:52.502627,93.03,0.1,CRD,2756024
9998,TX,2025-11-21T16:18:03.591284,2025-11-21T16:18:03.591284,109.01,0.1,CRD,5025768
9997,TX,2025-11-21T16:18:21.358123,2025-11-21T16:18:21.358123,100.82,0.2,CRD,5029944
9998,TX,2025-11-21T16:18:48.015227,2025-11-21T16:18:48.015227,106.66,0.2,DBT,3929169
9997,TX,2025-11-21T16:20:14.135607,2025-11-21T16:20:14.135607,101.93,0.1,CRD,7767185
9998,TX,2025-11-21T16:20:48.910806,2025-11-21T16:20:48.910806,98.75,0.1,DBT,3898394
9997,TX,2025-11-21T16:21:35.066969,2025-11-21T16:21:35.066969,104.64,0.1,CRD,4375976
9998,TX,2025-11-21T16:22:45.008549,2025-11-21T16:22:45.008549,97.87,0.2,DBT,5059997
9998,TX,2025-11-21T16:23:51.534146,2025-11-21T16:23:51.534146,102.29,0.1,DBT,2972871
9998,TX,2025-11-21T16:24:19.123062,2025-11-21T16:24:19.123062,107.11,0.2,DBT,4557800
9997,TX,2025-11-21T16:24:21.831020,2025-11-21T16:24:21.831020,104.39,0.1,DBT,7909475
9997,TX,2025-11-21T16:24:35.755221,2025-11-21T16:24:35.755221,99.1,0.1,CRD,4204203
9997,TX,2025-11-21T16:24:44.340074,2025-11-21T16:24:44.340074,98.01,0.1,DBT,5439998
9998,TX,2025-11-21T16:26:12.821163,2025-11-21T16:26:12.821163,103.69,0.1,CRD,3060152
9997,TX,2025-11-21T16:26:53.855766,2025-11-21T16:26:53.855766,107.02,0.2,DBT,9790039
9997,TX,2025-11-21T16:27:30.177116,2025-11-21T16:27:30.177116,103.55,0.1,RET,5323731
9997,TX,2025-11-21T16:27:31.611308,2025-11-21T16:27:31.611308,97.71,0.1,RET,6845944
9997,TX,2025-11-21T16:27:57.556588,2025-11-21T16:27:57.556588,90.5,0.2,CRD,4437425
9997,TX,2025-11-21T16:28:11.713179,2025-11-21T16:28:11.713179,95.81,0.1,CRD,9237034
9998,TX,2025-11-21T16:28:14.312269,2025-11-21T16:28:14.312269,103.5,0.1,DBT,5251896
9998,TX,2025-11-21T16:28:36.556821,2025-11-21T16:28:36.556821,101.78,0.1,DBT,3253281
9997,TX,2025-11-21T16:28:51.264361,2025-11-21T16:28:51.264361,95.67,0.1,CRD,7995526
9998,TX,2025-11-21T16:30:09.376694,2025-11-21T16:30:09.376694,105.06,0.2,CRD,8515607
9997,TX,2025-11-21T16:31:39.094844,2025-11-21T16:31:39.094844,104.88,0.2,CRD,8457002
9998,TX,2025-11-21T16:32:15.177639,2025-11-21T16:32:15.177639,102.67,0.1,DBT,7357569
9998,TX,2025-11-21T16:32:46.792158,2025-11-21T16:32:46.792158,91.19,0.1,RET,3271837
9998,TX,2025-11-21T16:33:04.678024,2025-11-21T16:33:04.678024,105.39,0.2,RET,5320402
9997,TX,2025-11-21T16:34:29.401238,2025-11-21T16:34:29.401238,109.14,0.1,CRD,3941995
9998,TX,2025-11-21T16:34:48.266450,2025-11-21T16:34:48.266450,106.09,0.3,RET,7005393
9997,TX,2025-11-21T16:34:53.316346,2025-11-21T16:34:53.316346,98.14,0.2,CRD,2448799
9998,TX,2025-11-21T16:35:50.409948,2025-11-21T16:35:50.409948,101.59,0.1,DBT,8669537
9998,TX,2025-11-21T16:36:23.498154,2025-11-21T16:36:23.498154,98.68,0.2,DBT,6978312
9998,TX,2025-11-21T16:37:01.208208,2025-11-21T16:37:01.208208,102.45,0.1,DBT,4570937
9997,TX,2025-11-21T16:37:22.938870,2025-11-21T16:37:22.938870,105.73,0.1,CRD,3127194
9998,TX,2025-11-21T16:37:24.825281,2025-11-21T16:37:24.825281,96.16,0.1,DBT,7908823
9998,TX,2025-11-21T16:37:41.101942,2025-11-21T16:37:41.101942,94.11,0.2,CRD,1828635
9997,TX,2025-11-21T16:39:58.763863,2025-11-21T16:39:58.763863,107.17,0.1,CRD,2391931
9997,TX,2025-11-21T16:40:15.147137,2025-11-21T16:40:15.147137,99.34,0.1,CRD,5967119
9997,TX,2025-11-21T16:41:02.794378,2025-11-21T16:41:02.794378,98.35,0.1,DBT,7446295
9998,TX,2025-11-21T16:41:32.090836,2025-11-21T16:41:32.090836,101.77,0.1,CRD,2399818
9997,TX,2025-11-21T16:42:15.948528,2025-11-21T16:42:15.948528,99.35,0.1,CRD,1152234
9998,TX,2025-11-21T16:42:52.553565,2025-11-21T16:42:52.553565,101.41,0.2,CRD,7143232
9998,TX,2025-11-21T16:43:24.324698,2025-11-21T16:43:24.324698,99.77,0.1,CRD,9509429
9997,TX,2025-11-21T16:44:05.217232,2025-11-21T16:44:05.217232,106.74,0.1,DBT,9984229
9998,TX,2025-11-21T16:44:09.219662,2025-11-21T16:44:09.219662,102.04,0.1,CRD,9437901
9997,TX,2025-11-21T16:44:13.012356,2025-11-21T16:44:13.012356,98.61,0.2,DBT,6693836
9998,TX,2025-11-21T16:44:37.310177,2025-11-21T16:44:37.310177,105.23,0.1,CRD,1302647
9998,TX,2025-11-21T16:45:49.490587,2025-11-21T16:45:49.490587,100.05,0.2,CRD,9031934
9998,TX,2025-11-21T16:46:52.810705,2025-11-21T16:46:52.810705,97.44,0.3,DBT,3211767
9997,TX,2025-11-21T16:47:49.245095,2025-11-21T16:47:49.245095,109.4,0.1,RET,7424904
9998,TX,2025-11-21T16:48:54.291110,2025-11-21T16:48:54.291110,97.05,0.3,DBT,3644150
9997,TX,2025-11-21T16:50:59.665491,2025-11-21T16:50:59.665491,104.74,0.1,DBT,5385237
9997,TX,2025-11-21T16:51:14.208147,2025-11-21T16:51:14.208147,98.33,0.2,CRD,5492388
9997,TX,2025-11-21T16:51:18.877780,2025-11-21T16:51:18.877780,95.52,0.1,DBT,3838639
9998,TX,2025-11-21T16:51:42.775086,2025-11-21T16:51:42.775086,104.62,0.2,CASH,4950388
9997,TX,2025-11-21T16:52:17.977954,2025-11-21T16:52:17.977954,104.48,0.1,DBT,7247810
9997,TX,2025-11-21T16:52:33.252013,2025-11-21T16:52:33.252013,93.63,0.3,DBT,7246649
9998,TX,2025-11-21T16:52:40.521900,2025-11-21T16:52:40.521900,99.0,0.1,DBT,5474106
9998,TX,2025-11-21T16:53:45.569865,2025-11-21T16:53:45.569865,102.22,0.1,DBT,9692209
9998,TX,2025-11-21T16:54:10.495351,2025-11-21T16:54:10.495351,107.61,0.1,DBT,6128706
9998,TX,2025-11-21T16:54:17.508862,2025-11-21T16:54:17.508862,101.33,0.2,DBT,2321952
9998,TX,2025-11-21T16:54:38.680911,2025-11-21T16:54:38.680911,91.16,0.1,DBT,1254806
9997,TX,2025-11-21T16:54:42.312946,2025-11-21T16:54:42.312946,102.32,0.2,CRD,7975814
9998,TX,2025-11-21T16:54:58.022897,2025-11-21T16:54:58.022897,100.18,0.2,CRD,5741132
9997,TX,2025-11-21T16:56:04.215003,2025-11-21T16:56:04.215003,103.18,0.1,CRD,6212591
9998,TX,2025-11-21T16:56:34.101408,2025-11-21T16:56:34.101408,99.27,0.2,DBT,6438122
9998,TX,2025-11-21T16:57:10.777825,2025-11-21T16:57:10.777825,97.81,0.1,CRD,3125262
9997,TX,2025-11-21T16:57:30.803701,2025-11-21T16:57:30.803701,103.72,0.2,RET,5304063
9997,TX,2025-11-21T16:58:02.011358,2025-11-21T16:58:02.011358,96.49,0.2,CRD,7363661
9997,TX,2025-11-21T16:59:12.551690,2025-11-21T16:59:12.551690,101.08,0.2,CRD,2079117
9998,TX,2025-11-21T17:00:01.325951,2025-11-21T17:00:01.325951,99.52,0.3,DBT,4581738
9998,TX,2025-11-21T17:00:11.235792,2025-11-21T17:00:11.235792,97.66,0.1,CRD,6487922
9998,TX,2025-11-21T17:00:36.886495,2025-11-21T17:00:36.886495,102.63,0.2,CASH,4128086
9997,TX,2025-11-21T17:00:58.399221,2025-11-21T17:00:58.399221,108.71,0.2,RET,8541009
9997,TX,2025-11-21T17:01:02.152267,2025-11-21T17:01:02.152267,99.7,0.2,DBT,2209241
9998,TX,2025-11-21T17:01:16.623568,2025-11-21T17:01:16.623568,105.53,0.2,RET,9141653
9997,TX,2025-11-21T17:01:54.857740,2025-11-21T17:01:54.857740,93.61,0.1,CRD,5484008
9997,TX,2025-11-21T17:02:33.328509,2025-11-21T17:02:33.328509,102.39,0.2,CRD,7173932
9997,TX,2025-11-21T17:04:22.806595,2025-11-21T17:04:22.806595,96.55,0.1,DBT,5608785
9998,TX,2025-11-21T17:04:36.667142,2025-11-21T17:04:36.667142,88.77,0.3,DBT,5633196
9997,TX,2025-11-21T17:04:39.555988,2025-11-21T17:04:39.555988,105.08,0.2,CRD,7719098
9997,TX,2025-11-21T17:04:56.835325,2025-11-21T17:04:56.835325,94.38,0.1,DBT,5116476
9997,TX,2025-11-21T17:05:44.802430,2025-11-21T17:05:44.802430,98.32,0.2,DBT,3353868
9997,TX,2025-11-21T17:06:35.665675,2025-11-21T17:06:35.665675,100.77,0.2,DBT,5427027
9998,TX,2025-11-21T17:08:17.284395,2025-11-21T17:08:17.284395,93.45,0.2,CRD,5987730
9997,TX,2025-11-21T17:09:52.422701,2025-11-21T17:09:52.422701,103.53,0.1,CRD,9555589
9997,TX,2025-11-21T17:11:43.138284,2025-11-21T17:11:43.138284,105.49,0.1,CRD,5716568
9997,TX,2025-11-21T17:12:45.914163,2025-11-21T17:12:45.914163,104.32,0.2,DBT,5482116
9998,TX,2025-11-21T17:13:04.997624,2025-11-21T17:13:04.997624,99.68,0.1,DBT,6306067
9998,TX,2025-11-21T17:14:05.093415,2025-11-21T17:14:05.093415,107.7,0.2,CRD,1989350
9997,TX,2025-11-21T17:14:16.960556,2025-11-21T17:14:16.960556,99.87,0.1,CRD,6057586
